Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1719764478.18,    100.00,      0.00,   1193.00,    514.00,    208.00,    232.00,     53.00
1719764478.21,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764478.24,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764478.28,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.31,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.34,    100.00,      0.00,   1189.00,    514.00,    213.00,    231.00,     51.00
1719764478.37,    100.00,      0.00,   1197.00,    514.00,    212.00,    231.00,     53.00
1719764478.40,    100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764478.43,    100.00,      0.00,   1193.00,    514.00,    212.00,    231.00,     53.00
1719764478.47,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764478.50,    100.00,      0.00,   1198.00,    514.00,    213.00,    269.00,     53.00
1719764478.53,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764478.56,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.60,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764478.63,    100.00,      0.00,   1201.00,    514.00,    212.00,    231.00,     53.00
1719764478.66,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764478.69,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.72,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.76,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764478.79,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.82,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.85,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.88,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.91,    100.00,      0.00,    738.00,    514.00,    213.00,    231.00,     53.00
1719764478.95,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764478.98,    100.00,      0.00,   1192.00,    514.00,    213.00,    231.00,     53.00
1719764479.01,    100.00,      0.00,   1198.00,    518.00,    213.00,    231.00,     53.00
1719764479.04,    100.00,      0.00,   1193.00,    514.00,    213.00,    223.00,     53.00
1719764479.08,    100.00,      0.00,   1193.00,    514.00,    212.00,    231.00,     53.00
1719764479.11,    100.00,      0.00,   1198.00,    514.00,    213.00,    231.00,     53.00
1719764479.14,    100.00,      0.00,    725.00,    514.00,    213.00,    232.00,     53.00
1719764479.17,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764479.20,    100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764479.23,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764479.26,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764479.30,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764479.33,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764479.36,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764479.39,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764479.42,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764479.45,    100.00,      0.00,    746.00,    514.00,    213.00,    231.00,     53.00
1719764479.49,    100.00,      0.00,   1197.00,    514.00,    212.00,    223.00,     53.00
1719764479.52,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764479.55,    100.00,      0.00,   1206.00,    514.00,    213.00,    231.00,     53.00
1719764479.58,    100.00,      0.00,    721.00,    514.00,    213.00,    231.00,     53.00
1719764479.61,    100.00,      0.00,   1192.00,    514.00,    213.00,    222.00,     53.00
1719764479.64,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764479.68,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764479.71,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764479.74,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     52.00
1719764479.77,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764479.80,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764479.83,    100.00,      0.00,    729.00,    514.00,    213.00,    231.00,     53.00
1719764479.87,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764479.90,    100.00,      0.00,   1205.00,    514.00,    213.00,    232.00,     53.00
1719764479.93,    100.00,      0.00,   1198.00,    514.00,    213.00,    231.00,     53.00
1719764479.96,    100.00,      0.00,    738.00,    514.00,    213.00,    231.00,     53.00
1719764479.99,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764480.02,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764480.06,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764480.09,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764480.12,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     55.00
1719764480.15,    100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     52.00
1719764480.18,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764480.22,     86.00,      0.00,    725.00,    514.00,    213.00,    232.00,     53.00
1719764480.25,      0.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764480.28,    -75.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764480.31,    -92.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764480.35,   -100.00,      0.00,   1192.00,    514.00,    213.00,    232.00,     53.00
1719764480.38,   -100.00,      0.00,   1197.00,    514.00,    213.00,    232.00,     53.00
1719764480.41,   -100.00,      0.00,   1193.00,    514.00,    212.00,    232.00,     53.00
1719764480.44,   -100.00,      0.00,   1193.00,    514.00,    213.00,    223.00,     53.00
1719764480.48,   -100.00,      0.00,   1193.00,    514.00,    213.00,    278.00,     53.00
1719764480.52,   -100.00,      0.00,   1188.00,   2000.00,    213.00,    231.00,     53.00
1719764480.55,   -100.00,      0.00,    733.00,     65.00,    213.00,    278.00,     53.00
1719764480.57,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764480.59,   -100.00,      0.00,     64.00,     58.00,    213.00,    231.00,     53.00
1719764480.62,   -100.00,      0.00,     76.00,    617.00,    212.00,    231.00,     52.00
1719764480.65,   -100.00,      0.00,     97.00,    568.00,    213.00,    231.00,     53.00
1719764480.67,   -100.00,      0.00,     70.00,    551.00,    213.00,    231.00,     52.00
1719764480.70,   -100.00,      0.00,     61.00,    662.00,    213.00,    231.00,     53.00
1719764480.72,   -100.00,      0.00,     53.00,     65.00,    213.00,    232.00,     53.00
1719764480.74,   -100.00,      0.00,     88.00,     56.00,    213.00,    231.00,     53.00
1719764480.77,   -100.00,      0.00,     64.00,     56.00,    213.00,    231.00,     53.00
1719764480.79,   -100.00,      0.00,     64.00,     56.00,    213.00,    231.00,     53.00
1719764480.81,   -100.00,      0.00,     56.00,     85.00,    213.00,    233.00,     53.00
1719764480.84,   -100.00,      0.00,     56.00,    438.00,    213.00,    231.00,     53.00
1719764480.87,   -100.00,      0.00,     56.00,    717.00,    213.00,    231.00,     53.00
1719764480.91,   -100.00,      0.00,     56.00,   2000.00,    213.00,    231.00,     53.00
1719764480.93,   -100.00,      0.00,     47.00,     70.00,    213.00,    231.00,     53.00
1719764480.96,   -100.00,      0.00,     56.00,   1493.00,    213.00,    231.00,     53.00
1719764480.99,   -100.00,      0.00,     56.00,     38.00,    213.00,    231.00,     52.00
1719764481.01,   -100.00,      0.00,     64.00,     47.00,    213.00,    232.00,     53.00
1719764481.04,   -100.00,      0.00,     44.00,    622.00,    213.00,    231.00,     53.00
1719764481.06,   -100.00,      0.00,     44.00,     35.00,    213.00,    232.00,     53.00
1719764481.08,   -100.00,      0.00,     44.00,     54.00,    213.00,    232.00,     53.00
1719764481.10,   -100.00,      0.00,     53.00,     79.00,    213.00,    231.00,     53.00
1719764481.13,   -100.00,      0.00,     59.00,   1284.00,    213.00,    231.00,     53.00
1719764481.16,   -100.00,      0.00,     41.00,   1095.00,    213.00,    231.00,     53.00
1719764481.19,   -100.00,      0.00,     41.00,     79.00,    213.00,    231.00,     53.00
1719764481.21,   -100.00,      0.00,     41.00,     36.00,    213.00,    231.00,     53.00
1719764481.23,   -100.00,      0.00,     50.00,     97.00,    213.00,    231.00,     53.00
1719764481.26,   -100.00,      0.00,     55.00,     41.00,    213.00,    231.00,     53.00
1719764481.28,   -100.00,      0.00,     47.00,     49.00,    213.00,    231.00,     53.00
1719764481.30,   -100.00,      0.00,     47.00,     76.00,    213.00,    231.00,     53.00
1719764481.33,   -100.00,      0.00,     47.00,     38.00,    213.00,    231.00,     53.00
1719764481.35,   -100.00,      0.00,     56.00,     38.00,    213.00,    231.00,     53.00
1719764481.37,   -100.00,      0.00,     44.00,     47.00,    213.00,    231.00,     53.00
1719764481.40,   -100.00,      0.00,     44.00,     56.00,    213.00,    232.00,     53.00
1719764481.42,   -100.00,      0.00,     44.00,     73.00,    213.00,    231.00,     53.00
1719764481.44,   -100.00,      0.00,     44.00,     44.00,    213.00,    231.00,     53.00
1719764481.47,   -100.00,      0.00,     53.00,     35.00,    213.00,    231.00,     53.00
1719764481.49,   -100.00,      0.00,     53.00,     35.00,    213.00,    231.00,     53.00
1719764481.51,   -100.00,      0.00,     59.00,     44.00,    213.00,    231.00,     53.00
1719764481.54,   -100.00,      0.00,     50.00,     79.00,    213.00,    231.00,     53.00
1719764481.56,   -100.00,      0.00,     50.00,     88.00,    212.00,    231.00,     53.00
1719764481.58,   -100.00,      0.00,     50.00,     50.00,    213.00,    231.00,     53.00
1719764481.60,   -100.00,      0.00,     50.00,     41.00,    213.00,    231.00,     53.00
1719764481.63,   -100.00,      0.00,     50.00,     41.00,    213.00,    269.00,     53.00
1719764481.65,   -100.00,      0.00,     50.00,     41.00,    212.00,    232.00,     53.00
1719764481.67,   -100.00,      0.00,     50.00,     41.00,    213.00,    231.00,     53.00
1719764481.70,   -100.00,      0.00,     50.00,     41.00,    213.00,    277.00,     53.00
1719764481.72,   -100.00,      0.00,     50.00,     41.00,    213.00,    231.00,     53.00
1719764481.74,   -100.00,      0.00,     50.00,     41.00,    212.00,    232.00,     53.00
1719764481.77,   -100.00,      0.00,     50.00,     41.00,    213.00,    231.00,     53.00
1719764481.79,   -100.00,      0.00,     50.00,     41.00,    213.00,    231.00,     53.00
1719764481.81,   -100.00,      0.00,     50.00,     50.00,    213.00,    231.00,     53.00
1719764481.83,   -100.00,      0.00,     50.00,     41.00,    213.00,    231.00,     53.00
1719764481.86,   -100.00,      0.00,     50.00,     41.00,    213.00,    231.00,     53.00
1719764481.88,   -100.00,      0.00,     59.00,     50.00,    213.00,    231.00,     53.00
1719764481.90,   -100.00,      0.00,     59.00,     50.00,    213.00,    269.00,     53.00
1719764481.93,   -100.00,      0.00,     68.00,     50.00,    213.00,    232.00,     53.00
1719764481.95,   -100.00,      0.00,     65.00,     58.00,    213.00,    269.00,     52.00
1719764481.97,   -100.00,      0.00,     55.00,     64.00,    213.00,    269.00,     52.00
1719764482.00,   -100.00,      0.00,     56.00,     65.00,    213.00,    269.00,     53.00
1719764482.02,   -100.00,      0.00,     56.00,     47.00,    213.00,    269.00,     53.00
1719764482.04,   -100.00,      0.00,     56.00,     47.00,    213.00,    260.00,     53.00
1719764482.07,   -100.00,      0.00,     56.00,     47.00,    213.00,    231.00,     53.00
1719764482.09,   -100.00,      0.00,     65.00,     47.00,    213.00,    269.00,     53.00
1719764482.11,   -100.00,      0.00,     75.00,     47.00,    213.00,    231.00,     53.00
1719764482.14,   -100.00,      0.00,     71.00,     47.00,    212.00,    223.00,     53.00
1719764482.16,   -100.00,      0.00,     52.00,     47.00,    213.00,    269.00,     53.00
1719764482.18,   -100.00,      0.00,     53.00,     56.00,    213.00,    231.00,     53.00
1719764482.21,   -100.00,      0.00,     53.00,     56.00,    213.00,    231.00,     53.00
1719764482.23,   -100.00,      0.00,     53.00,     61.00,    213.00,    269.00,     53.00
1719764482.25,   -100.00,      0.00,     53.00,     62.00,    213.00,    222.00,     53.00
1719764482.28,   -100.00,      0.00,     53.00,     62.00,    213.00,    223.00,     53.00
1719764482.30,   -100.00,      0.00,     53.00,     62.00,    213.00,    269.00,     53.00
1719764482.32,   -100.00,      0.00,     53.00,     62.00,    213.00,    225.00,     53.00
1719764482.35,   -100.00,      0.00,     53.00,     62.00,    213.00,    223.00,     53.00
1719764482.37,   -100.00,      0.00,     53.00,     61.00,    212.00,    231.00,     53.00
1719764482.39,   -100.00,      0.00,     53.00,     62.00,    213.00,    269.00,     53.00
1719764482.42,   -100.00,      0.00,     53.00,     73.00,    213.00,    232.00,     53.00
1719764482.44,   -100.00,      0.00,     53.00,     73.00,    212.00,    231.00,     53.00
1719764482.46,   -100.00,      0.00,     53.00,     64.00,    212.00,    222.00,     53.00
1719764482.49,   -100.00,      0.00,     53.00,     56.00,    213.00,    223.00,     53.00
1719764482.51,   -100.00,      0.00,     52.00,     47.00,    212.00,    222.00,     53.00
1719764482.53,   -100.00,      0.00,     53.00,     47.00,    213.00,    223.00,     53.00
1719764482.55,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764482.58,   -100.00,      0.00,     53.00,     47.00,    213.00,    269.00,     53.00
1719764482.60,   -100.00,      0.00,     53.00,     56.00,    213.00,    231.00,     53.00
1719764482.62,   -100.00,      0.00,     53.00,     56.00,    213.00,    232.00,     53.00
1719764482.65,   -100.00,      0.00,     53.00,     56.00,    213.00,    231.00,     53.00
1719764482.67,   -100.00,      0.00,     53.00,     93.00,    212.00,    232.00,     53.00
1719764482.69,   -100.00,      0.00,     73.00,     85.00,    213.00,    231.00,     53.00
1719764482.72,   -100.00,      0.00,     73.00,     85.00,    213.00,    231.00,     53.00
1719764482.74,   -100.00,      0.00,     73.00,     76.00,    213.00,    231.00,     53.00
1719764482.76,   -100.00,      0.00,     65.00,     76.00,    213.00,    231.00,     53.00
1719764482.79,   -100.00,      0.00,     64.00,     76.00,    213.00,    231.00,     53.00
1719764482.81,   -100.00,      0.00,     64.00,     67.00,    213.00,    231.00,     53.00
1719764482.83,   -100.00,      0.00,     65.00,     67.00,    213.00,    231.00,     53.00
1719764482.86,   -100.00,      0.00,     65.00,     67.00,    213.00,    231.00,     53.00
1719764482.88,   -100.00,      0.00,     65.00,     76.00,    213.00,    231.00,     52.00
1719764482.90,   -100.00,      0.00,     64.00,     64.00,    213.00,    231.00,     53.00
1719764482.93,   -100.00,      0.00,     73.00,     47.00,    213.00,    231.00,     53.00
1719764482.95,   -100.00,      0.00,     73.00,     47.00,    213.00,    231.00,     53.00
1719764482.97,   -100.00,      0.00,     82.00,     47.00,    212.00,    222.00,     53.00
1719764483.00,   -100.00,      0.00,     53.00,     47.00,    212.00,    223.00,     53.00
1719764483.02,   -100.00,      0.00,     53.00,     47.00,    213.00,    223.00,     53.00
1719764483.04,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.06,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.09,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.11,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     49.00
1719764483.13,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.16,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.18,   -100.00,      0.00,     61.00,     47.00,    212.00,    231.00,     53.00
1719764483.20,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.23,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.25,   -100.00,      0.00,     61.00,     47.00,    213.00,    231.00,     53.00
1719764483.27,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.30,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.32,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     52.00
1719764483.34,   -100.00,      0.00,     62.00,     47.00,    212.00,    231.00,     53.00
1719764483.36,   -100.00,      0.00,     62.00,     47.00,    212.00,    231.00,     53.00
1719764483.39,   -100.00,      0.00,     62.00,     47.00,    213.00,    232.00,     53.00
1719764483.41,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.43,   -100.00,      0.00,     53.00,     56.00,    213.00,    231.00,     53.00
1719764483.46,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.48,   -100.00,      0.00,     53.00,     47.00,    212.00,    231.00,     53.00
1719764483.50,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.53,   -100.00,      0.00,     53.00,     47.00,    212.00,    231.00,     53.00
1719764483.55,   -100.00,      0.00,     62.00,     47.00,    212.00,    231.00,     53.00
1719764483.57,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.59,   -100.00,      0.00,     62.00,     47.00,    212.00,    231.00,     53.00
1719764483.62,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.64,   -100.00,      0.00,     62.00,     47.00,    213.00,    232.00,     53.00
1719764483.66,   -100.00,      0.00,     62.00,     47.00,    213.00,    222.00,     53.00
1719764483.69,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.71,   -100.00,      0.00,     61.00,     47.00,    213.00,    231.00,     53.00
1719764483.73,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.76,   -100.00,      0.00,     61.00,     47.00,    213.00,    231.00,     53.00
1719764483.78,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.80,   -100.00,      0.00,     62.00,     47.00,    213.00,    231.00,     53.00
1719764483.83,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     53.00
1719764483.85,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     52.00
1719764483.87,   -100.00,      0.00,     53.00,     47.00,    213.00,    231.00,     52.00
1719764483.90,   -100.00,      0.00,     73.00,     56.00,    212.00,    231.00,     53.00
1719764483.92,   -100.00,      0.00,     65.00,     50.00,    213.00,    231.00,     53.00
1719764483.94,   -100.00,      0.00,     64.00,     41.00,    213.00,    231.00,     53.00
1719764483.97,   -100.00,      0.00,     64.00,     50.00,    213.00,    231.00,     53.00
1719764483.99,   -100.00,      0.00,     53.00,    752.00,    213.00,    240.00,     53.00
1719764484.02,   -100.00,      0.00,     97.00,     47.00,    213.00,    231.00,     53.00
1719764484.05,   -100.00,      0.00,   1196.00,     74.00,    213.00,    231.00,     53.00
1719764484.08,    -61.00,      0.00,   1201.00,    514.00,    213.00,    223.00,     53.00
1719764484.11,      0.00,      0.00,   1197.00,    514.00,    213.00,    269.00,     53.00
1719764484.14,     23.00,      0.00,   1193.00,    514.00,    212.00,    231.00,     53.00
1719764484.18,     55.00,      0.00,   1188.00,    514.00,    213.00,    231.00,     53.00
1719764484.21,     78.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764484.24,     94.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764484.27,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764484.31,    100.00,      0.00,   1189.00,    514.00,    212.00,    231.00,     53.00
1719764484.34,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764484.37,    100.00,      0.00,   1197.00,    514.00,    213.00,    232.00,     53.00
1719764484.40,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     52.00
1719764484.43,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764484.46,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764484.50,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     52.00
1719764484.53,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764484.56,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764484.59,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764484.62,    100.00,      0.00,    738.00,    514.00,    213.00,    231.00,     53.00
1719764484.65,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764484.68,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764484.72,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764484.75,    100.00,      0.00,   1193.00,    514.00,    212.00,    231.00,     53.00
1719764484.78,    100.00,      0.00,   1198.00,    514.00,    212.00,    231.00,     53.00
1719764484.81,    100.00,      0.00,   1189.00,    514.00,    213.00,    231.00,     53.00
1719764484.85,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764484.88,    100.00,      0.00,   1192.00,    514.00,    213.00,    231.00,     52.00
1719764484.91,    100.00,      0.00,    741.00,    514.00,    213.00,    231.00,     53.00
1719764484.94,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764484.97,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764485.00,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764485.04,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764485.07,    100.00,      0.00,    750.00,    514.00,    213.00,    231.00,     53.00
1719764485.10,    100.00,      0.00,    730.00,    514.00,    213.00,    231.00,     53.00
1719764485.13,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764485.16,    100.00,      0.00,   1197.00,    514.00,    213.00,    232.00,     53.00
1719764485.19,    100.00,      0.00,    742.00,    514.00,    213.00,    231.00,     53.00
1719764485.22,    100.00,      0.00,    720.00,    514.00,    213.00,    231.00,     53.00
1719764485.26,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764485.29,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764485.32,    100.00,      0.00,   1197.00,    514.00,    212.00,    231.00,     53.00
1719764485.35,    100.00,      0.00,   1206.00,    514.00,    213.00,    231.00,     53.00
1719764485.39,    100.00,      0.00,   1197.00,    514.00,    213.00,    232.00,     53.00
1719764485.42,    100.00,      0.00,    733.00,    514.00,    212.00,    231.00,     53.00
1719764485.44,    100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764485.47,    100.00,      0.00,    750.00,    514.00,    212.00,    231.00,     53.00
1719764485.50,    100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764485.54,    100.00,      0.00,   1188.00,    514.00,    213.00,    231.00,     53.00
1719764485.57,    100.00,      0.00,   1198.00,    514.00,    213.00,    231.00,     52.00
1719764485.60,    100.00,      0.00,   1197.00,    514.00,    212.00,    231.00,     53.00
1719764485.63,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764485.66,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764485.69,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764485.73,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764485.76,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764485.79,    100.00,      0.00,    720.00,    514.00,    213.00,    231.00,     53.00
1719764485.82,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764485.85,    100.00,      0.00,    720.00,    514.00,    213.00,    231.00,     53.00
1719764485.88,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764485.91,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764485.94,    100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764485.97,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764486.00,    100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764486.04,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764486.07,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764486.10,    100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764486.13,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764486.16,    100.00,      0.00,   1189.00,    514.00,    213.00,    231.00,     53.00
1719764486.19,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764486.23,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764486.26,    100.00,      0.00,    742.00,    514.00,    213.00,    231.00,     53.00
1719764486.29,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764486.32,    100.00,      0.00,    729.00,    514.00,    213.00,    231.00,     53.00
1719764486.35,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764486.38,    100.00,      0.00,   1192.00,    514.00,    212.00,    231.00,     53.00
1719764486.42,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764486.45,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764486.48,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764486.51,    100.00,      0.00,   1188.00,    514.00,    213.00,    231.00,     53.00
1719764486.54,    100.00,      0.00,    750.00,    514.00,    213.00,    231.00,     52.00
1719764486.58,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764486.61,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764486.64,    100.00,      0.00,    750.00,    514.00,    213.00,    231.00,     53.00
1719764486.67,    100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764486.70,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764486.73,     86.00,      0.00,   1193.00,    513.00,    213.00,    231.00,     53.00
1719764486.76,     57.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764486.80,     15.00,      0.00,   1206.00,    514.00,    213.00,    232.00,     53.00
1719764486.83,      0.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764486.86,    -40.00,      0.00,    724.00,    514.00,    213.00,    232.00,     53.00
1719764486.89,   -100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     48.00
1719764486.92,   -100.00,      0.00,   1192.00,    514.00,    213.00,    231.00,     53.00
1719764486.95,   -100.00,      0.00,    755.00,    514.00,    213.00,    231.00,     53.00
1719764486.98,   -100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764487.02,   -100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764487.04,   -100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764487.08,   -100.00,      0.00,   1205.00,    514.00,    213.00,    232.00,     53.00
1719764487.11,   -100.00,      0.00,   1202.00,     64.00,    213.00,    231.00,     53.00
1719764487.14,   -100.00,      0.00,   1201.00,     50.00,    213.00,    231.00,     53.00
1719764487.16,   -100.00,      0.00,     73.00,     50.00,    213.00,    231.00,     53.00
1719764487.18,   -100.00,      0.00,     67.00,     44.00,    213.00,    232.00,     53.00
1719764487.21,   -100.00,      0.00,     80.00,     44.00,    213.00,    231.00,     53.00
1719764487.23,   -100.00,      0.00,     53.00,     35.00,    213.00,    232.00,     53.00
