Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1719764468.60,   -100.00,      0.00,     70.00,     76.00,    213.00,    231.00,     53.00
1719764468.62,   -100.00,      0.00,     70.00,     85.00,    213.00,    232.00,     53.00
1719764468.64,   -100.00,      0.00,     70.00,     85.00,    213.00,    231.00,     53.00
1719764468.67,   -100.00,      0.00,     71.00,     85.00,    213.00,    231.00,     53.00
1719764468.69,   -100.00,      0.00,     70.00,     85.00,    213.00,    231.00,     53.00
1719764468.71,   -100.00,      0.00,     70.00,     94.00,    213.00,    231.00,     53.00
1719764468.74,   -100.00,      0.00,     70.00,     94.00,    213.00,    232.00,     53.00
1719764468.76,   -100.00,      0.00,     70.00,     94.00,    212.00,    231.00,     53.00
1719764468.78,   -100.00,      0.00,     70.00,     94.00,    212.00,    232.00,     53.00
1719764468.81,   -100.00,      0.00,     71.00,    669.00,    212.00,    231.00,     53.00
1719764468.84,   -100.00,      0.00,     71.00,    683.00,    213.00,    231.00,     53.00
1719764468.86,   -100.00,      0.00,     80.00,    556.00,    212.00,    231.00,     53.00
1719764468.89,   -100.00,      0.00,     79.00,    683.00,    213.00,    231.00,     53.00
1719764468.92,   -100.00,      0.00,     88.00,    683.00,    213.00,    231.00,     53.00
1719764468.94,   -100.00,      0.00,     88.00,    708.00,    213.00,    232.00,     53.00
1719764468.97,   -100.00,      0.00,     97.00,     73.00,    213.00,    231.00,     53.00
1719764468.99,   -100.00,      0.00,     97.00,     73.00,    212.00,    232.00,     53.00
1719764469.01,   -100.00,      0.00,    105.00,     74.00,    213.00,    231.00,     53.00
1719764469.04,   -100.00,      0.00,     76.00,     73.00,    213.00,    231.00,     53.00
1719764469.06,   -100.00,      0.00,     76.00,     82.00,    213.00,    231.00,     53.00
1719764469.08,   -100.00,      0.00,     76.00,     82.00,    213.00,    231.00,     53.00
1719764469.11,   -100.00,      0.00,     76.00,     91.00,    212.00,    231.00,     52.00
1719764469.13,   -100.00,      0.00,     77.00,     91.00,    213.00,    269.00,     53.00
1719764469.15,   -100.00,      0.00,     76.00,     91.00,    213.00,    231.00,     53.00
1719764469.18,   -100.00,      0.00,     76.00,     91.00,    213.00,    231.00,     53.00
1719764469.20,   -100.00,      0.00,     76.00,     91.00,    213.00,    231.00,     53.00
1719764469.23,   -100.00,      0.00,     76.00,     82.00,    212.00,    231.00,     53.00
1719764469.25,   -100.00,      0.00,    106.00,     82.00,    213.00,    231.00,     53.00
1719764469.27,   -100.00,      0.00,     97.00,     73.00,    212.00,    231.00,     53.00
1719764469.30,   -100.00,      0.00,     88.00,     73.00,    213.00,    231.00,     53.00
1719764469.32,   -100.00,      0.00,     79.00,     65.00,    213.00,    231.00,     53.00
1719764469.34,   -100.00,      0.00,     70.00,     65.00,    213.00,    232.00,     53.00
1719764469.37,   -100.00,      0.00,     70.00,     47.00,    213.00,    231.00,     53.00
1719764469.39,   -100.00,      0.00,     82.00,     96.00,    213.00,    231.00,     53.00
1719764469.41,   -100.00,      0.00,     94.00,     59.00,    213.00,    231.00,     53.00
1719764469.44,    -74.00,      0.00,     91.00,    523.00,    213.00,    231.00,     53.00
1719764469.47,      0.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764469.50,      9.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764469.53,     45.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764469.56,     96.00,      0.00,   1193.00,    514.00,    212.00,    231.00,     53.00
1719764469.59,    100.00,      0.00,    721.00,    514.00,    213.00,    231.00,     53.00
1719764469.62,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764469.65,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764469.69,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764469.72,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764469.75,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764469.78,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764469.81,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764469.84,    100.00,      0.00,    720.00,    523.00,    213.00,    231.00,     53.00
1719764469.87,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764469.90,    100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764469.93,    100.00,      0.00,    720.00,    514.00,    213.00,    231.00,     53.00
1719764469.96,    100.00,      0.00,   1201.00,    514.00,    212.00,    229.00,     53.00
1719764470.00,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764470.03,    100.00,      0.00,   1197.00,    514.00,    212.00,    231.00,     53.00
1719764470.06,    100.00,      0.00,    721.00,    514.00,    213.00,    231.00,     53.00
1719764470.09,    100.00,      0.00,   1192.00,    514.00,    213.00,    231.00,     53.00
1719764470.12,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764470.16,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764470.19,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764470.22,    100.00,      0.00,   1189.00,    514.00,    213.00,    231.00,     53.00
1719764470.26,    100.00,      0.00,    750.00,    514.00,    213.00,    231.00,     53.00
1719764470.29,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764470.32,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764470.35,    100.00,      0.00,   1198.00,    514.00,    213.00,    231.00,     52.00
1719764470.38,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764470.41,    100.00,      0.00,    750.00,    514.00,    213.00,    231.00,     52.00
1719764470.45,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764470.48,    100.00,      0.00,   1192.00,    514.00,    213.00,    232.00,     53.00
1719764470.51,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764470.54,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764470.57,    100.00,      0.00,   1197.00,    514.00,    212.00,    231.00,     53.00
1719764470.60,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764470.64,    100.00,      0.00,   1201.00,    514.00,    212.00,    231.00,     53.00
1719764470.67,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764470.70,    100.00,      0.00,    754.00,    514.00,    213.00,    231.00,     53.00
1719764470.73,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764470.76,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764470.79,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764470.82,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764470.85,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764470.89,    100.00,      0.00,   1188.00,    514.00,    212.00,    232.00,     53.00
1719764470.92,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764470.95,    100.00,      0.00,   1198.00,    514.00,    213.00,    231.00,     53.00
1719764470.98,    100.00,      0.00,    738.00,    514.00,    213.00,    231.00,     53.00
1719764471.01,    100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764471.04,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764471.07,    100.00,      0.00,    742.00,    514.00,    213.00,    232.00,     53.00
1719764471.10,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764471.14,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     52.00
1719764471.17,    100.00,      0.00,   1197.00,    514.00,    213.00,    232.00,     53.00
1719764471.20,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764471.23,    100.00,      0.00,   1196.00,    514.00,    213.00,    231.00,     53.00
1719764471.26,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764471.30,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764471.33,    100.00,      0.00,    737.00,    514.00,    212.00,    231.00,     53.00
1719764471.36,    100.00,      0.00,    725.00,    514.00,    213.00,    232.00,     53.00
1719764471.39,    100.00,      0.00,   1197.00,    514.00,    212.00,    231.00,     53.00
1719764471.42,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764471.45,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764471.49,    100.00,      0.00,   1192.00,    514.00,    213.00,    231.00,     53.00
1719764471.52,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764471.55,    100.00,      0.00,    737.00,    514.00,    213.00,    232.00,     53.00
1719764471.58,    100.00,      0.00,   1201.00,    514.00,    213.00,    232.00,     53.00
1719764471.61,    100.00,      0.00,   1201.00,    514.00,    212.00,    231.00,     53.00
1719764471.64,    100.00,      0.00,   1188.00,    514.00,    213.00,    232.00,     53.00
1719764471.68,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764471.71,    100.00,      0.00,   1189.00,    514.00,    213.00,    231.00,     53.00
1719764471.74,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764471.77,    100.00,      0.00,   1193.00,    514.00,    212.00,    231.00,     53.00
1719764471.80,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764471.83,    100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764471.87,    100.00,      0.00,   1192.00,    514.00,    213.00,    231.00,     53.00
1719764471.90,    100.00,      0.00,   1184.00,    514.00,    213.00,    231.00,     53.00
1719764471.93,    100.00,      0.00,   1189.00,    514.00,    212.00,    231.00,     53.00
1719764471.96,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764471.99,    100.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764472.03,    100.00,      0.00,   1200.00,    514.00,    213.00,    231.00,     52.00
1719764472.06,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764472.09,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764472.12,    100.00,      0.00,   1193.00,    514.00,    212.00,    231.00,     53.00
1719764472.15,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764472.18,    100.00,      0.00,    737.00,    514.00,    213.00,    232.00,     53.00
1719764472.22,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764472.25,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764472.28,    100.00,      0.00,    725.00,    514.00,    213.00,    232.00,     53.00
1719764472.31,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764472.34,    100.00,      0.00,   1184.00,    514.00,    213.00,    232.00,     53.00
1719764472.37,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764472.41,    100.00,      0.00,   1196.00,    514.00,    213.00,    231.00,     53.00
1719764472.44,    100.00,      0.00,    738.00,    514.00,    213.00,    231.00,     53.00
1719764472.47,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764472.50,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764472.53,    100.00,      0.00,    725.00,    514.00,    213.00,    232.00,     53.00
1719764472.56,    100.00,      0.00,    738.00,    514.00,    213.00,    231.00,     53.00
1719764472.59,    100.00,      0.00,    725.00,    514.00,    212.00,    232.00,     53.00
1719764472.62,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764472.65,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764472.69,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764472.72,    100.00,      0.00,   1197.00,    514.00,    212.00,    222.00,     53.00
1719764472.75,    100.00,      0.00,   1201.00,    514.00,    213.00,    277.00,     53.00
1719764472.78,    100.00,      0.00,   1201.00,    514.00,    213.00,    223.00,     53.00
1719764472.82,    100.00,      0.00,   1193.00,    514.00,    213.00,    222.00,     53.00
1719764472.84,    100.00,      0.00,    725.00,    514.00,    213.00,    278.00,     53.00
1719764472.88,    100.00,      0.00,   1197.00,    514.00,    213.00,    232.00,     53.00
1719764472.91,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764472.94,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764472.97,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764473.01,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764473.04,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764473.07,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764473.10,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764473.13,    100.00,      0.00,   1197.00,    515.00,    213.00,    231.00,     53.00
1719764473.17,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764473.20,    100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764473.23,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764473.26,    100.00,      0.00,   1201.00,    516.00,    212.00,    231.00,     53.00
1719764473.29,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764473.33,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764473.36,    100.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764473.39,    100.00,      0.00,    738.00,    514.00,    213.00,    231.00,     53.00
1719764473.42,    100.00,      0.00,   1201.00,    514.00,    213.00,    232.00,     53.00
1719764473.45,    100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764473.48,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764473.51,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764473.55,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764473.58,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764473.61,     92.00,      0.00,    738.00,    514.00,    213.00,    231.00,     53.00
1719764473.64,     27.00,      0.00,   1188.00,    514.00,    213.00,    231.00,     53.00
1719764473.67,    -25.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764473.71,   -100.00,      0.00,   1192.00,    514.00,    213.00,    231.00,     53.00
1719764473.74,   -100.00,      0.00,    754.00,    514.00,    213.00,    231.00,     53.00
1719764473.77,   -100.00,      0.00,   1188.00,    522.00,    213.00,    231.00,     53.00
1719764473.80,   -100.00,      0.00,   1210.00,     29.00,    213.00,    231.00,     53.00
1719764473.85,   -100.00,      0.00,   1087.00,   2000.00,    213.00,    231.00,     53.00
1719764473.87,   -100.00,      0.00,     56.00,     76.00,    213.00,    232.00,     53.00
1719764473.89,   -100.00,      0.00,    173.00,     53.00,    213.00,    231.00,     53.00
1719764473.92,   -100.00,      0.00,     53.00,     70.00,    213.00,    231.00,     53.00
1719764473.94,   -100.00,      0.00,    157.00,     27.00,    221.00,    231.00,     53.00
1719764473.96,   -100.00,      0.00,    208.00,     27.00,    213.00,    232.00,     53.00
1719764473.99,   -100.00,      0.00,     68.00,     26.00,    212.00,    231.00,     53.00
1719764474.01,   -100.00,      0.00,     59.00,     27.00,    213.00,    231.00,     53.00
1719764474.03,   -100.00,      0.00,     50.00,     26.00,    213.00,    231.00,     53.00
1719764474.06,   -100.00,      0.00,     41.00,     44.00,    213.00,    231.00,     53.00
1719764474.08,   -100.00,      0.00,     62.00,     30.00,     84.00,    231.00,     53.00
1719764474.10,   -100.00,      0.00,     53.00,     38.00,    213.00,    231.00,     53.00
1719764474.12,   -100.00,      0.00,     53.00,     33.00,    213.00,    231.00,     53.00
1719764474.15,   -100.00,      0.00,    195.00,     70.00,    213.00,    232.00,     53.00
1719764474.17,   -100.00,      0.00,    157.00,     35.00,     73.00,    222.00,     53.00
1719764474.19,   -100.00,      0.00,     44.00,     35.00,     65.00,    223.00,     53.00
1719764474.22,   -100.00,      0.00,     44.00,     36.00,    213.00,    231.00,     53.00
1719764474.24,   -100.00,      0.00,     44.00,     35.00,    212.00,    231.00,     53.00
1719764474.26,   -100.00,      0.00,     53.00,     35.00,     64.00,    232.00,     53.00
1719764474.28,   -100.00,      0.00,     61.00,     64.00,    213.00,    223.00,     53.00
1719764474.31,   -100.00,      0.00,     41.00,     47.00,    213.00,    222.00,     53.00
1719764474.33,   -100.00,      0.00,     39.00,     56.00,    213.00,    231.00,     53.00
1719764474.35,   -100.00,      0.00,     44.00,     27.00,    213.00,    231.00,     53.00
1719764474.37,   -100.00,      0.00,     41.00,     44.00,    212.00,    231.00,     53.00
1719764474.40,   -100.00,      0.00,     38.00,     50.00,    213.00,    231.00,     53.00
1719764474.42,   -100.00,      0.00,     35.00,     38.00,    213.00,    231.00,     53.00
1719764474.45,   -100.00,      0.00,     41.00,   1508.00,    213.00,    232.00,     53.00
1719764474.48,   -100.00,      0.00,     39.00,     38.00,    213.00,    231.00,     53.00
1719764474.50,   -100.00,      0.00,     44.00,     38.00,    212.00,    231.00,     53.00
1719764474.54,   -100.00,      0.00,     61.00,   2000.00,    213.00,    231.00,     53.00
1719764474.57,   -100.00,      0.00,     68.00,   1496.00,    213.00,    232.00,     53.00
1719764474.60,   -100.00,      0.00,     65.00,     50.00,    213.00,    231.00,     53.00
1719764474.62,   -100.00,      0.00,     53.00,     50.00,    213.00,    231.00,     53.00
1719764474.64,   -100.00,      0.00,     53.00,     50.00,    213.00,    232.00,     53.00
1719764474.66,   -100.00,      0.00,     66.00,     47.00,    213.00,    232.00,     53.00
1719764474.69,   -100.00,      0.00,     88.00,     29.00,    213.00,    231.00,     53.00
1719764474.71,   -100.00,      0.00,     76.00,     29.00,    213.00,    231.00,     53.00
1719764474.73,   -100.00,      0.00,     92.00,     30.00,    213.00,    231.00,     53.00
1719764474.76,   -100.00,      0.00,     73.00,     38.00,    213.00,    231.00,     53.00
1719764474.78,   -100.00,      0.00,     82.00,     47.00,    213.00,    232.00,     53.00
1719764474.80,   -100.00,      0.00,     91.00,     64.00,    212.00,    232.00,     53.00
1719764474.83,   -100.00,      0.00,   1090.00,     27.00,    213.00,    231.00,     53.00
1719764474.86,   -100.00,      0.00,   1082.00,     26.00,    213.00,    231.00,     53.00
1719764474.89,   -100.00,      0.00,   1070.00,     35.00,    213.00,    231.00,     53.00
1719764474.92,   -100.00,      0.00,   1074.00,     44.00,    213.00,    231.00,     53.00
1719764474.95,   -100.00,      0.00,   1074.00,     53.00,    212.00,    231.00,     53.00
1719764474.98,   -100.00,      0.00,   1071.00,     61.00,    213.00,    231.00,     53.00
1719764475.01,   -100.00,      0.00,   1088.00,    573.00,    213.00,    231.00,     53.00
1719764475.04,   -100.00,      0.00,   1083.00,     41.00,    213.00,    232.00,     53.00
1719764475.07,   -100.00,      0.00,   1079.00,     50.00,    213.00,    231.00,     53.00
1719764475.09,   -100.00,      0.00,   1092.00,     50.00,    213.00,    231.00,     53.00
1719764475.12,   -100.00,      0.00,     82.00,     58.00,    213.00,    231.00,     52.00
1719764475.15,   -100.00,      0.00,   1323.00,    556.00,    213.00,    269.00,     53.00
1719764475.18,   -100.00,      0.00,   1323.00,     47.00,    213.00,    231.00,     53.00
1719764475.21,   -100.00,      0.00,    738.00,    115.00,    213.00,    222.00,     53.00
1719764475.24,   -100.00,      0.00,   1210.00,    145.00,    212.00,    231.00,     53.00
1719764475.28,   -100.00,      0.00,   1196.00,    549.00,    213.00,    231.00,     53.00
1719764475.31,   -100.00,      0.00,    725.00,    549.00,    213.00,    231.00,     53.00
1719764475.34,   -100.00,      0.00,   1091.00,    549.00,    213.00,    231.00,     53.00
1719764475.37,   -100.00,      0.00,   1091.00,    549.00,    213.00,    231.00,     53.00
1719764475.40,   -100.00,      0.00,   1079.00,    549.00,    213.00,    231.00,     53.00
1719764475.43,   -100.00,      0.00,   1083.00,    549.00,    213.00,    231.00,     53.00
1719764475.47,   -100.00,      0.00,   1087.00,    528.00,    213.00,    223.00,     53.00
1719764475.50,   -100.00,      0.00,   1087.00,    565.00,    213.00,    231.00,     53.00
1719764475.53,   -100.00,      0.00,   1091.00,    578.00,    213.00,    231.00,     53.00
1719764475.56,   -100.00,      0.00,    720.00,    570.00,    213.00,    231.00,     53.00
1719764475.59,   -100.00,      0.00,   1184.00,    557.00,    213.00,    231.00,     53.00
1719764475.62,   -100.00,      0.00,   1184.00,     65.00,    213.00,    231.00,     53.00
1719764475.65,   -100.00,      0.00,   1184.00,     65.00,    213.00,    223.00,     53.00
1719764475.68,   -100.00,      0.00,   1184.00,     74.00,    213.00,    231.00,     53.00
1719764475.71,   -100.00,      0.00,   1166.00,     65.00,    212.00,    231.00,     53.00
1719764475.74,   -100.00,      0.00,   1188.00,     64.00,    213.00,    223.00,     53.00
1719764475.77,   -100.00,      0.00,    720.00,     64.00,    213.00,    269.00,     53.00
1719764475.80,   -100.00,      0.00,   1188.00,     55.00,    213.00,    231.00,     53.00
1719764475.83,   -100.00,      0.00,   1188.00,     56.00,    213.00,    232.00,     53.00
1719764475.86,   -100.00,      0.00,   1184.00,     56.00,    213.00,    268.00,     53.00
1719764475.88,   -100.00,      0.00,   1091.00,     56.00,    213.00,    269.00,     53.00
1719764475.91,   -100.00,      0.00,   1100.00,     56.00,    213.00,    223.00,     53.00
1719764475.94,   -100.00,      0.00,   1096.00,     56.00,    213.00,    223.00,     53.00
1719764475.97,   -100.00,      0.00,     91.00,    646.00,    213.00,    231.00,     53.00
1719764475.99,   -100.00,      0.00,     91.00,    560.00,    213.00,    231.00,     53.00
1719764476.02,   -100.00,      0.00,     82.00,    560.00,    213.00,    231.00,     53.00
1719764476.05,   -100.00,      0.00,     82.00,    551.00,    213.00,    231.00,     53.00
1719764476.07,   -100.00,      0.00,     82.00,    573.00,    213.00,    232.00,     53.00
1719764476.10,   -100.00,      0.00,     82.00,    550.00,    213.00,    231.00,     53.00
1719764476.13,   -100.00,      0.00,   1079.00,    650.00,    213.00,    231.00,     53.00
1719764476.16,   -100.00,      0.00,     73.00,    603.00,    213.00,    231.00,     53.00
1719764476.18,   -100.00,      0.00,     73.00,    559.00,    213.00,    229.00,     53.00
1719764476.21,   -100.00,      0.00,   1079.00,    551.00,    212.00,    231.00,     53.00
1719764476.25,   -100.00,      0.00,   1066.00,    573.00,    213.00,    223.00,     53.00
1719764476.28,   -100.00,      0.00,   1074.00,    144.00,    212.00,    222.00,     53.00
1719764476.31,   -100.00,      0.00,   1074.00,    551.00,    213.00,    223.00,     53.00
1719764476.34,   -100.00,      0.00,   1066.00,    581.00,    212.00,    231.00,     53.00
1719764476.37,   -100.00,      0.00,   1066.00,    550.00,    213.00,    232.00,     52.00
1719764476.41,   -100.00,      0.00,   1067.00,    551.00,    213.00,    223.00,     53.00
1719764476.44,   -100.00,      0.00,   1083.00,    658.00,    213.00,    222.00,     53.00
1719764476.47,   -100.00,      0.00,    720.00,    692.00,    213.00,    231.00,     53.00
1719764476.50,    -91.00,      0.00,   1091.00,     61.00,    213.00,    231.00,     53.00
1719764476.53,    -52.00,      0.00,    733.00,    514.00,    212.00,    232.00,     53.00
1719764476.56,      0.00,      0.00,   1197.00,    514.00,    213.00,    232.00,     53.00
1719764476.59,     13.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764476.62,     45.00,      0.00,    750.00,    514.00,    213.00,    231.00,     53.00
1719764476.66,     80.00,      0.00,   1193.00,    514.00,    212.00,    231.00,     53.00
1719764476.69,    100.00,      0.00,   1197.00,    514.00,    212.00,    231.00,     53.00
1719764476.72,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764476.75,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764476.78,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     52.00
1719764476.82,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764476.85,    100.00,      0.00,   1201.00,    514.00,    213.00,    232.00,     53.00
1719764476.88,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764476.91,    100.00,      0.00,    704.00,    514.00,    213.00,    231.00,     52.00
1719764476.94,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764476.97,    100.00,      0.00,    742.00,    514.00,    213.00,    231.00,     53.00
1719764477.01,    100.00,      0.00,   1205.00,    514.00,    213.00,    269.00,     53.00
1719764477.04,    100.00,      0.00,   1197.00,    514.00,    212.00,    231.00,     53.00
1719764477.07,    100.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764477.10,    100.00,      0.00,   1201.00,    514.00,    212.00,    231.00,     53.00
1719764477.13,    100.00,      0.00,   1192.00,    514.00,    213.00,    231.00,     53.00
1719764477.17,    100.00,      0.00,   1201.00,    514.00,    212.00,    231.00,     53.00
1719764477.20,    100.00,      0.00,    738.00,    514.00,    213.00,    269.00,     53.00
1719764477.23,    100.00,      0.00,    742.00,    514.00,    213.00,    231.00,     53.00
1719764477.26,    100.00,      0.00,   1201.00,    514.00,    212.00,    232.00,     53.00
1719764477.29,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764477.32,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764477.35,    100.00,      0.00,   1201.00,    514.00,    213.00,    223.00,     53.00
1719764477.39,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764477.42,    100.00,      0.00,   1205.00,    514.00,    213.00,    232.00,     52.00
1719764477.45,    100.00,      0.00,   1201.00,    514.00,    213.00,    269.00,     53.00
1719764477.48,    100.00,      0.00,   1196.00,    514.00,    213.00,    269.00,     53.00
1719764477.52,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764477.55,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764477.58,    100.00,      0.00,    754.00,    513.00,    213.00,    231.00,     53.00
1719764477.61,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764477.64,    100.00,      0.00,    733.00,    514.00,    213.00,    223.00,     53.00
1719764477.67,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764477.70,    100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764477.74,    100.00,      0.00,   1201.00,    514.00,    212.00,    231.00,     53.00
1719764477.77,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764477.80,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
1719764477.83,    100.00,      0.00,    725.00,    514.00,    213.00,    269.00,     53.00
1719764477.86,    100.00,      0.00,   1193.00,    514.00,    213.00,    228.00,     53.00
1719764477.90,    100.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764477.93,    100.00,      0.00,   1201.00,    514.00,    213.00,    223.00,     53.00
1719764477.96,    100.00,      0.00,   1201.00,    514.00,    213.00,    260.00,     53.00
1719764477.99,    100.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764478.02,    100.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764478.05,    100.00,      0.00,    733.00,    514.00,    213.00,    269.00,     53.00
1719764478.08,    100.00,      0.00,   1206.00,    514.00,    213.00,    232.00,     53.00
1719764478.11,    100.00,      0.00,   1201.00,    514.00,    212.00,    231.00,     53.00
1719764478.15,    100.00,      0.00,   1201.00,    514.00,    213.00,    231.00,     53.00
